genero,edad,region,nivel_educacion,sector_economico,situacion_laboral,ingreso_mensual,ocupado
Mujer,59,Los Ríos,Básica,Educación y salud,Ocupado,948000.0,True
Mujer,36,Valparaíso,Media,,Desocupado,,False
Hombre,15,Metropolitana,Técnica,,Inactivo,,False
Mujer,32,Los Lagos,Universitaria,,Desocupado,,False
Mujer,56,O'Higgins,Básica,,Inactivo,,False
Mujer,29,Araucanía,Media,Servicio doméstico,Ocupado,146000.0,True
Mujer,65,Metropolitana,Media,Servicios financieros,Ocupado,860000.0,True
Hombre,28,Valparaíso,Media,Industria,Ocupado,1482000.0,True
Hombre,50,Maule,Básica,Agricultura,Ocupado,411000.0,True
Mujer,58,Valparaíso,Media,Educación y salud,Ocupado,637000.0,True
Hombre,49,Biobío,Media,,Desocupado,,False
Mujer,20,Ñuble,Técnica,Construcción,Ocupado,308000.0,True
Mujer,26,Metropolitana,Técnica,Educación y salud,Ocupado,499000.0,True
Hombre,60,Metropolitana,Técnica,Construcción,Ocupado,709000.0,True
Hombre,29,Biobío,Media,Construcción,Ocupado,614000.0,True
Mujer,57,Los Ríos,Media,,Inactivo,,False
Mujer,35,Metropolitana,Media,,Inactivo,,False
Hombre,44,Biobío,Básica,Industria,Ocupado,820000.0,True
Hombre,19,Valparaíso,Básica,Educación y salud,Ocupado,360000.0,True
Mujer,32,Araucanía,Media,Educación y salud,Ocupado,314000.0,True
Mujer,27,O'Higgins,Postgrado,Educación y salud,Ocupado,1157000.0,True
Hombre,45,Valparaíso,Postgrado,Construcción,Ocupado,2072000.0,True
Mujer,43,Maule,Técnica,Transporte,Ocupado,691000.0,True
Mujer,49,Maule,Técnica,,Inactivo,,False
Mujer,34,Maule,Técnica,,Inactivo,,False
Mujer,27,Metropolitana,Técnica,,Inactivo,,False
Mujer,44,Maule,Técnica,Servicios financieros,Ocupado,728000.0,True
Hombre,25,Biobío,Media,,Desocupado,,False
Hombre,59,Metropolitana,Postgrado,Educación y salud,Ocupado,949000.0,True
Hombre,40,Valparaíso,Técnica,,Inactivo,,False
Hombre,36,Araucanía,Media,Construcción,Ocupado,868000.0,True
Mujer,49,Metropolitana,Media,,Inactivo,,False
Mujer,40,Metropolitana,Universitaria,Agricultura,Ocupado,762000.0,True
Hombre,15,Araucanía,Universitaria,,Inactivo,,False
Mujer,25,Valparaíso,Media,Servicio doméstico,Ocupado,342000.0,True
Hombre,58,Biobío,Media,Comercio,Ocupado,342000.0,True
Hombre,43,Metropolitana,Media,Minería,Ocupado,798000.0,True
Mujer,15,Antofagasta,Media,Construcción,Ocupado,651000.0,True
Mujer,47,Los Lagos,Media,Transporte,Ocupado,249000.0,True
Mujer,33,Biobío,Básica,,Inactivo,,False
Mujer,28,Valparaíso,Media,Educación y salud,Ocupado,263000.0,True
Mujer,23,Los Ríos,Media,,Inactivo,,False
Mujer,57,Los Ríos,Técnica,Servicio doméstico,Ocupado,870000.0,True
Hombre,15,Biobío,Media,,Inactivo,,False
Hombre,28,Coquimbo,Media,,Inactivo,,False
Hombre,43,Valparaíso,Media,Agricultura,Ocupado,715000.0,True
Mujer,67,Ñuble,Universitaria,,Inactivo,,False
Mujer,50,Araucanía,Media,,Inactivo,,False
Mujer,28,Valparaíso,Media,,Desocupado,,False
Mujer,66,Metropolitana,Básica,Comercio,Ocupado,474000.0,True
Hombre,20,Valparaíso,Básica,,Inactivo,,False
Mujer,46,Metropolitana,Universitaria,,Inactivo,,False
Mujer,49,O'Higgins,Media,Comercio,Ocupado,263000.0,True
Hombre,27,Tarapacá,Media,Construcción,Ocupado,637000.0,True
Mujer,53,O'Higgins,Básica,Servicio doméstico,Ocupado,218000.0,True
Mujer,33,O'Higgins,Media,Comercio,Ocupado,352000.0,True
Mujer,53,Metropolitana,Técnica,Servicio doméstico,Ocupado,466000.0,True
Hombre,15,Araucanía,Técnica,,Inactivo,,False
Hombre,47,Valparaíso,Universitaria,,Inactivo,,False
Mujer,35,Antofagasta,Media,Comercio,Ocupado,261000.0,True
Hombre,60,Metropolitana,Media,Servicios financieros,Ocupado,298000.0,True
Hombre,41,Metropolitana,Postgrado,Comercio,Ocupado,1886000.0,True
Hombre,61,Metropolitana,Media,,Inactivo,,False
Mujer,50,Los Lagos,Universitaria,,Inactivo,,False
Mujer,39,Metropolitana,Técnica,,Inactivo,,False
Hombre,54,Metropolitana,Media,Comercio,Ocupado,679000.0,True
Mujer,54,Biobío,Universitaria,Servicio doméstico,Ocupado,672000.0,True
Hombre,49,Los Ríos,Media,Comercio,Ocupado,747000.0,True
Hombre,15,Metropolitana,Técnica,,Inactivo,,False
Mujer,26,Tarapacá,Media,,Inactivo,,False
Hombre,64,Metropolitana,Media,Servicios financieros,Ocupado,1202000.0,True
Hombre,21,Valparaíso,Media,Comercio,Ocupado,1019000.0,True
Hombre,56,Metropolitana,Media,Transporte,Ocupado,1245000.0,True
Mujer,53,O'Higgins,Postgrado,Agricultura,Ocupado,1070000.0,True
Hombre,30,Metropolitana,Básica,,Inactivo,,False
Hombre,15,Metropolitana,Media,,Inactivo,,False
Hombre,32,Ñuble,Básica,Comercio,Ocupado,330000.0,True
Hombre,75,Metropolitana,Técnica,,Inactivo,,False
Hombre,28,Valparaíso,Media,Educación y salud,Ocupado,614000.0,True
Mujer,29,Biobío,Media,,Inactivo,,False
Mujer,26,Antofagasta,Técnica,,Desocupado,,False
Mujer,61,Valparaíso,Técnica,,Inactivo,,False
Mujer,38,Arica y Parinacota,Postgrado,,Inactivo,,False
Mujer,31,Metropolitana,Universitaria,Educación y salud,Ocupado,470000.0,True
Hombre,64,Metropolitana,Media,,Inactivo,,False
Mujer,51,Metropolitana,Técnica,,Inactivo,,False
Hombre,27,Metropolitana,Básica,,Inactivo,,False
Hombre,22,Metropolitana,Básica,,Desocupado,,False
Mujer,60,Valparaíso,Media,Servicio doméstico,Ocupado,552000.0,True
Hombre,42,Biobío,Media,Servicio doméstico,Ocupado,472000.0,True
Hombre,17,Los Lagos,Media,Minería,Ocupado,305000.0,True
Hombre,15,Metropolitana,Media,,Inactivo,,False
Mujer,24,Metropolitana,Técnica,Educación y salud,Ocupado,1608000.0,True
Hombre,22,Biobío,Universitaria,Educación y salud,Ocupado,686000.0,True
Hombre,15,Valparaíso,Básica,,Inactivo,,False
Hombre,24,Metropolitana,Media,,Inactivo,,False
Hombre,27,Los Lagos,Básica,Agricultura,Ocupado,254000.0,True
Hombre,34,Valparaíso,Media,Minería,Ocupado,905000.0,True
Mujer,69,Coquimbo,Postgrado,,Inactivo,,False
Hombre,37,Metropolitana,Básica,,Inactivo,,False
Mujer,39,Metropolitana,Media,Comercio,Ocupado,512000.0,True
Hombre,50,Metropolitana,Media,Educación y salud,Ocupado,2577000.0,True
Mujer,38,Valparaíso,Media,,Inactivo,,False
Mujer,48,Maule,Media,Servicio doméstico,Ocupado,261000.0,True
Hombre,46,Metropolitana,Postgrado,Educación y salud,Ocupado,1499000.0,True
Mujer,43,Los Lagos,Técnica,,Desocupado,,False
Hombre,80,Valparaíso,Media,,Inactivo,,False
Mujer,56,Tarapacá,Técnica,Servicios financieros,Ocupado,1001000.0,True
Hombre,24,Metropolitana,Universitaria,Transporte,Ocupado,659000.0,True
Hombre,47,Valparaíso,Media,Agricultura,Ocupado,537000.0,True
Mujer,29,Metropolitana,Técnica,,Inactivo,,False
Hombre,49,Valparaíso,Técnica,Educación y salud,Ocupado,478000.0,True
Mujer,19,Metropolitana,Técnica,,Inactivo,,False
Hombre,24,Valparaíso,Básica,Educación y salud,Ocupado,478000.0,True
Hombre,47,Metropolitana,Técnica,Comercio,Ocupado,440000.0,True
Hombre,57,Valparaíso,Universitaria,,Inactivo,,False
Mujer,50,Metropolitana,Técnica,Comercio,Ocupado,520000.0,True
Mujer,55,Valparaíso,Media,Servicio doméstico,Ocupado,195000.0,True
Hombre,47,Biobío,Básica,Educación y salud,Ocupado,292000.0,True
Hombre,44,Maule,Técnica,Servicio doméstico,Ocupado,152000.0,True
Mujer,33,Valparaíso,Técnica,,Inactivo,,False
Mujer,55,Atacama,Postgrado,,Inactivo,,False
Mujer,58,Tarapacá,Media,Educación y salud,Ocupado,149000.0,True
Hombre,40,Valparaíso,Media,Construcción,Ocupado,494000.0,True
Mujer,40,Metropolitana,Técnica,Transporte,Ocupado,319000.0,True
Mujer,67,Metropolitana,Técnica,,Inactivo,,False
Hombre,41,Los Lagos,Media,Comercio,Ocupado,1321000.0,True
Mujer,43,Biobío,Técnica,Servicio doméstico,Ocupado,324000.0,True
Hombre,49,Atacama,Media,Minería,Ocupado,1596000.0,True
Mujer,40,Valparaíso,Media,Educación y salud,Ocupado,643000.0,True
Hombre,28,Tarapacá,Básica,Educación y salud,Ocupado,222000.0,True
Hombre,48,Valparaíso,Media,Industria,Ocupado,499000.0,True
Hombre,41,Metropolitana,Técnica,Comercio,Ocupado,1158000.0,True
Mujer,71,Atacama,Media,,Inactivo,,False
Hombre,54,Antofagasta,Universitaria,Servicios financieros,Ocupado,2655000.0,True
Hombre,32,Coquimbo,Media,Comercio,Ocupado,754000.0,True
Mujer,53,O'Higgins,Técnica,,Inactivo,,False
Mujer,46,Tarapacá,Media,Educación y salud,Ocupado,404000.0,True
Mujer,62,Los Lagos,Media,,Inactivo,,False
Hombre,33,Metropolitana,Media,,Inactivo,,False
Hombre,45,Metropolitana,Universitaria,Servicios financieros,Ocupado,2425000.0,True
Hombre,40,Metropolitana,Universitaria,Minería,Ocupado,1543000.0,True
Hombre,42,Metropolitana,Media,Transporte,Ocupado,1135000.0,True
Hombre,27,Metropolitana,Media,Educación y salud,Ocupado,1059000.0,True
Mujer,51,Metropolitana,Básica,Industria,Ocupado,219000.0,True
Mujer,48,Metropolitana,Media,Industria,Ocupado,775000.0,True
Hombre,62,Metropolitana,Media,Agricultura,Ocupado,277000.0,True
Mujer,41,Tarapacá,Universitaria,,Inactivo,,False
Hombre,35,O'Higgins,Técnica,Transporte,Ocupado,1025000.0,True
Hombre,54,Metropolitana,Media,Construcción,Ocupado,369000.0,True
Mujer,29,O'Higgins,Postgrado,,Inactivo,,False
Hombre,59,Los Lagos,Técnica,,Inactivo,,False
Mujer,59,Metropolitana,Básica,Servicios financieros,Ocupado,717000.0,True
Hombre,62,Araucanía,Universitaria,Transporte,Ocupado,1270000.0,True
Hombre,48,Metropolitana,Media,Comercio,Ocupado,648000.0,True
Hombre,34,Metropolitana,Media,,Inactivo,,False
Mujer,43,Metropolitana,Media,,Desocupado,,False
Mujer,48,Valparaíso,Media,,Inactivo,,False
Mujer,33,Valparaíso,Básica,,Inactivo,,False
Mujer,63,Metropolitana,Universitaria,,Inactivo,,False
Mujer,51,Antofagasta,Media,,Inactivo,,False
Mujer,27,Metropolitana,Media,Educación y salud,Ocupado,913000.0,True
Hombre,72,Biobío,Postgrado,,Inactivo,,False
Mujer,43,Metropolitana,Postgrado,Servicio doméstico,Ocupado,1192000.0,True
Mujer,24,Tarapacá,Universitaria,,Inactivo,,False
Hombre,28,Antofagasta,Universitaria,Construcción,Ocupado,2852000.0,True
Hombre,65,Los Ríos,Universitaria,Educación y salud,Ocupado,515000.0,True
Hombre,71,Los Lagos,Universitaria,,Inactivo,,False
Hombre,58,O'Higgins,Media,Comercio,Ocupado,411000.0,True
Hombre,63,Valparaíso,Básica,Construcción,Ocupado,140000.0,True
Hombre,61,Metropolitana,Media,Industria,Ocupado,595000.0,True
Hombre,50,Metropolitana,Media,Transporte,Ocupado,342000.0,True
Hombre,47,Biobío,Media,Comercio,Ocupado,235000.0,True
Mujer,50,Metropolitana,Media,,Inactivo,,False
Mujer,53,Biobío,Básica,Servicio doméstico,Ocupado,94000.0,True
Mujer,30,Metropolitana,Media,Educación y salud,Ocupado,451000.0,True
Mujer,53,Araucanía,Media,,Inactivo,,False
Hombre,65,Metropolitana,Media,Educación y salud,Ocupado,750000.0,True
Mujer,38,Metropolitana,Técnica,Comercio,Ocupado,910000.0,True
Mujer,36,Metropolitana,Media,Educación y salud,Ocupado,1062000.0,True
Mujer,49,Metropolitana,Media,,Inactivo,,False
Hombre,31,Araucanía,Media,,Inactivo,,False
Mujer,20,Metropolitana,Técnica,Servicios financieros,Ocupado,1505000.0,True
Hombre,60,Los Ríos,Universitaria,Agricultura,Ocupado,399000.0,True
Hombre,34,Metropolitana,Básica,Comercio,Ocupado,276000.0,True
Mujer,42,Metropolitana,Universitaria,Comercio,Ocupado,1170000.0,True
Hombre,32,Metropolitana,Universitaria,Agricultura,Ocupado,1023000.0,True
Mujer,62,Tarapacá,Postgrado,,Inactivo,,False
Mujer,55,Biobío,Universitaria,,Inactivo,,False
Hombre,38,Atacama,Media,Construcción,Ocupado,1312000.0,True
Hombre,23,Metropolitana,Básica,Educación y salud,Ocupado,352000.0,True
Mujer,36,Metropolitana,Básica,,Inactivo,,False
Hombre,51,Maule,Media,Educación y salud,Ocupado,805000.0,True
Mujer,45,Los Ríos,Media,Servicio doméstico,Ocupado,284000.0,True
Hombre,43,Biobío,Universitaria,,Inactivo,,False
Hombre,45,Metropolitana,Básica,,Inactivo,,False
Hombre,54,Metropolitana,Media,,Inactivo,,False
Hombre,41,Metropolitana,Postgrado,Agricultura,Ocupado,1642000.0,True
Mujer,49,Los Ríos,Básica,,Desocupado,,False
Hombre,26,Coquimbo,Básica,Minería,Ocupado,726000.0,True
Hombre,80,Los Lagos,Media,,Inactivo,,False
Hombre,37,Biobío,Media,Industria,Ocupado,560000.0,True
Mujer,45,Maule,Media,Educación y salud,Ocupado,283000.0,True
Mujer,51,Biobío,Media,Servicio doméstico,Ocupado,370000.0,True
Mujer,35,Metropolitana,Media,,Inactivo,,False
Mujer,42,Metropolitana,Básica,Servicios financieros,Ocupado,866000.0,True
Mujer,41,Metropolitana,Técnica,,Inactivo,,False
Mujer,27,Valparaíso,Media,,Inactivo,,False
Hombre,49,Maule,Media,Comercio,Ocupado,507000.0,True
Mujer,15,Metropolitana,Básica,,Inactivo,,False
Hombre,70,Araucanía,Universitaria,,Inactivo,,False
Hombre,54,Araucanía,Técnica,Agricultura,Ocupado,103000.0,True
Hombre,52,Valparaíso,Media,Comercio,Ocupado,492000.0,True
Mujer,15,Valparaíso,Técnica,,Inactivo,,False
Mujer,29,Metropolitana,Media,Servicio doméstico,Ocupado,521000.0,True
Hombre,64,Coquimbo,Universitaria,Transporte,Ocupado,540000.0,True
Hombre,80,Maule,Postgrado,,Inactivo,,False
Mujer,61,Maule,Básica,Educación y salud,Ocupado,593000.0,True
Hombre,58,Maule,Media,Comercio,Ocupado,335000.0,True
Hombre,50,Metropolitana,Media,Construcción,Ocupado,579000.0,True
Hombre,28,Biobío,Técnica,Construcción,Ocupado,707000.0,True
Mujer,57,Metropolitana,Básica,Servicio doméstico,Ocupado,164000.0,True
Hombre,24,Magallanes,Media,Comercio,Ocupado,852000.0,True
Mujer,22,Biobío,Universitaria,,Inactivo,,False
Hombre,21,Maule,Media,,Desocupado,,False
Mujer,57,Coquimbo,Universitaria,,Desocupado,,False
Mujer,41,Biobío,Básica,,Inactivo,,False
Hombre,43,Metropolitana,Universitaria,Industria,Ocupado,2662000.0,True
Mujer,41,Metropolitana,Universitaria,Educación y salud,Ocupado,633000.0,True
Mujer,23,Metropolitana,Media,,Inactivo,,False
Mujer,31,Metropolitana,Básica,,Inactivo,,False
Mujer,32,Coquimbo,Media,,Inactivo,,False
Mujer,19,Valparaíso,Técnica,,Desocupado,,False
Mujer,33,Biobío,Básica,,Inactivo,,False
Hombre,24,O'Higgins,Universitaria,Agricultura,Ocupado,627000.0,True
Hombre,51,Los Lagos,Técnica,Agricultura,Ocupado,1538000.0,True
Mujer,52,Biobío,Universitaria,Comercio,Ocupado,1572000.0,True
Hombre,21,Metropolitana,Media,,Inactivo,,False
Mujer,37,Biobío,Media,Servicio doméstico,Ocupado,127000.0,True
Hombre,71,Metropolitana,Media,,Inactivo,,False
Mujer,26,Metropolitana,Media,,Inactivo,,False
Hombre,48,Los Lagos,Básica,Industria,Ocupado,795000.0,True
Mujer,43,Los Ríos,Básica,Servicio doméstico,Ocupado,33000.0,True
Hombre,59,Coquimbo,Técnica,Construcción,Ocupado,947000.0,True
Mujer,46,Biobío,Básica,,Inactivo,,False
Hombre,35,Atacama,Básica,,Inactivo,,False
Mujer,43,Los Ríos,Media,,Inactivo,,False
Hombre,43,Metropolitana,Técnica,Construcción,Ocupado,535000.0,True
Mujer,40,Valparaíso,Técnica,,Desocupado,,False
Hombre,20,Biobío,Media,Servicios financieros,Ocupado,811000.0,True
Hombre,61,Metropolitana,Media,,Inactivo,,False
Hombre,59,Antofagasta,Media,Industria,Ocupado,846000.0,True
Mujer,25,Biobío,Técnica,,Inactivo,,False
Mujer,37,Biobío,Media,Servicio doméstico,Ocupado,332000.0,True
Mujer,38,Metropolitana,Básica,Educación y salud,Ocupado,598000.0,True
Mujer,23,Maule,Universitaria,,Inactivo,,False
Hombre,15,Antofagasta,Básica,,Inactivo,,False
Hombre,31,Metropolitana,Media,Agricultura,Ocupado,372000.0,True
Hombre,36,O'Higgins,Media,Educación y salud,Ocupado,395000.0,True
Hombre,18,Valparaíso,Universitaria,Industria,Ocupado,1534000.0,True
Hombre,44,Metropolitana,Media,Industria,Ocupado,722000.0,True
Hombre,60,Los Ríos,Universitaria,Educación y salud,Ocupado,712000.0,True
Hombre,55,Biobío,Universitaria,Construcción,Ocupado,930000.0,True
Mujer,39,Metropolitana,Técnica,,Inactivo,,False
Hombre,15,Metropolitana,Básica,,Inactivo,,False
Hombre,53,Araucanía,Media,Transporte,Ocupado,409000.0,True
Mujer,44,Araucanía,Universitaria,,Inactivo,,False
Mujer,48,Coquimbo,Postgrado,,Inactivo,,False
Hombre,72,Metropolitana,Universitaria,,Inactivo,,False
Hombre,28,Valparaíso,Universitaria,Agricultura,Ocupado,632000.0,True
Hombre,15,Atacama,Técnica,,Inactivo,,False
Hombre,25,Metropolitana,Media,,Desocupado,,False
Mujer,49,Metropolitana,Media,Servicio doméstico,Ocupado,502000.0,True
Mujer,42,Biobío,Media,Servicios financieros,Ocupado,435000.0,True
Hombre,22,Araucanía,Básica,Industria,Ocupado,709000.0,True
Hombre,19,Metropolitana,Media,,Inactivo,,False
Mujer,36,Metropolitana,Básica,,Inactivo,,False
Hombre,22,Valparaíso,Básica,Educación y salud,Ocupado,400000.0,True
Mujer,50,Valparaíso,Media,,Desocupado,,False
Hombre,35,Coquimbo,Técnica,Transporte,Ocupado,229000.0,True
Mujer,31,Los Lagos,Técnica,Servicio doméstico,Ocupado,439000.0,True
Mujer,29,Coquimbo,Media,Educación y salud,Ocupado,278000.0,True
Mujer,46,Ñuble,Técnica,,Inactivo,,False
Mujer,42,Metropolitana,Media,Educación y salud,Ocupado,619000.0,True
Hombre,45,Metropolitana,Media,Industria,Ocupado,663000.0,True
Mujer,44,Araucanía,Media,,Inactivo,,False
Mujer,40,Los Ríos,Básica,Educación y salud,Ocupado,496000.0,True
Hombre,25,Metropolitana,Media,Construcción,Ocupado,871000.0,True
Hombre,30,Araucanía,Técnica,,Inactivo,,False
Mujer,35,Metropolitana,Media,,Inactivo,,False
Mujer,75,Biobío,Universitaria,,Inactivo,,False
Mujer,20,Tarapacá,Media,Servicios financieros,Ocupado,739000.0,True
Hombre,35,Metropolitana,Media,Agricultura,Ocupado,1440000.0,True
Mujer,43,Maule,Universitaria,Servicio doméstico,Ocupado,371000.0,True
Mujer,37,Biobío,Técnica,,Desocupado,,False
Mujer,59,Biobío,Media,Comercio,Ocupado,964000.0,True
Hombre,37,Metropolitana,Técnica,,Desocupado,,False
Mujer,38,Biobío,Básica,Servicios financieros,Ocupado,1041000.0,True
Hombre,55,Metropolitana,Técnica,Transporte,Ocupado,982000.0,True
Mujer,70,Metropolitana,Técnica,,Inactivo,,False
Hombre,64,Arica y Parinacota,Básica,Agricultura,Ocupado,353000.0,True
Mujer,39,Metropolitana,Básica,,Inactivo,,False
Mujer,41,Coquimbo,Postgrado,,Inactivo,,False
Mujer,42,O'Higgins,Básica,,Inactivo,,False
Hombre,44,Valparaíso,Universitaria,Construcción,Ocupado,1864000.0,True
Hombre,28,Metropolitana,Media,,Inactivo,,False
Mujer,56,Coquimbo,Media,Comercio,Ocupado,382000.0,True
Mujer,45,Maule,Media,Construcción,Ocupado,367000.0,True
Hombre,41,Metropolitana,Técnica,Servicios financieros,Ocupado,916000.0,True
Hombre,21,Metropolitana,Media,Comercio,Ocupado,608000.0,True
Mujer,42,O'Higgins,Media,Servicios financieros,Ocupado,554000.0,True
Mujer,15,Los Lagos,Media,,Inactivo,,False
Hombre,32,Magallanes,Técnica,Minería,Ocupado,892000.0,True
Hombre,32,Metropolitana,Media,Comercio,Ocupado,331000.0,True
Hombre,46,Los Lagos,Media,,Desocupado,,False
Hombre,72,Metropolitana,Media,,Inactivo,,False
Mujer,51,Araucanía,Media,,Desocupado,,False
Mujer,65,Tarapacá,Media,Comercio,Ocupado,288000.0,True
Mujer,52,Tarapacá,Media,,Inactivo,,False
Mujer,60,Atacama,Técnica,Construcción,Ocupado,497000.0,True
Mujer,71,Biobío,Postgrado,,Inactivo,,False
Mujer,30,Valparaíso,Básica,Educación y salud,Ocupado,254000.0,True
Mujer,29,Valparaíso,Media,,Inactivo,,False
Hombre,52,Metropolitana,Postgrado,Transporte,Ocupado,1811000.0,True
Mujer,41,Los Lagos,Media,Industria,Ocupado,354000.0,True
Mujer,45,Metropolitana,Media,Industria,Ocupado,869000.0,True
Hombre,38,Maule,Técnica,Transporte,Ocupado,1808000.0,True
Hombre,32,Valparaíso,Media,Industria,Ocupado,1172000.0,True
Hombre,67,Araucanía,Media,Minería,Ocupado,443000.0,True
Hombre,24,Antofagasta,Universitaria,Educación y salud,Ocupado,977000.0,True
Hombre,52,Metropolitana,Media,Industria,Ocupado,359000.0,True
Mujer,50,Metropolitana,Técnica,,Inactivo,,False
Mujer,16,Valparaíso,Media,,Inactivo,,False
Hombre,28,O'Higgins,Media,Transporte,Ocupado,547000.0,True
Mujer,31,O'Higgins,Universitaria,Servicio doméstico,Ocupado,642000.0,True
Mujer,51,Valparaíso,Universitaria,,Inactivo,,False
Mujer,36,Arica y Parinacota,Universitaria,,Inactivo,,False
Mujer,40,Atacama,Básica,,Inactivo,,False
Mujer,18,Arica y Parinacota,Universitaria,,Inactivo,,False
Mujer,79,Araucanía,Básica,Comercio,Ocupado,257000.0,True
Hombre,43,Metropolitana,Media,Construcción,Ocupado,385000.0,True
Hombre,49,Valparaíso,Técnica,Comercio,Ocupado,475000.0,True
Mujer,33,Coquimbo,Media,Comercio,Ocupado,735000.0,True
Hombre,31,Biobío,Media,,Desocupado,,False
Mujer,72,Biobío,Técnica,Comercio,Ocupado,639000.0,True
Hombre,15,Los Ríos,Universitaria,,Inactivo,,False
Hombre,46,Valparaíso,Media,Educación y salud,Ocupado,372000.0,True
Mujer,22,Metropolitana,Básica,,Inactivo,,False
Hombre,35,Coquimbo,Técnica,,Desocupado,,False
Hombre,31,Biobío,Media,Industria,Ocupado,268000.0,True
Hombre,26,Metropolitana,Media,Servicios financieros,Ocupado,810000.0,True
Hombre,42,Maule,Media,,Inactivo,,False
Hombre,15,Tarapacá,Media,,Inactivo,,False
Mujer,36,Biobío,Media,,Inactivo,,False
Hombre,40,Valparaíso,Postgrado,Comercio,Ocupado,1297000.0,True
Hombre,20,Biobío,Universitaria,Comercio,Ocupado,376000.0,True
Hombre,66,Valparaíso,Media,Construcción,Ocupado,475000.0,True
Mujer,32,Biobío,Básica,,Inactivo,,False
Hombre,38,Valparaíso,Técnica,Comercio,Ocupado,507000.0,True
Mujer,32,O'Higgins,Media,Educación y salud,Ocupado,356000.0,True
Hombre,40,Biobío,Técnica,Comercio,Ocupado,490000.0,True
Mujer,62,Metropolitana,Media,,Inactivo,,False
Hombre,80,Metropolitana,Técnica,,Inactivo,,False
Hombre,53,Metropolitana,Media,,Inactivo,,False
Mujer,59,Metropolitana,Universitaria,,Inactivo,,False
Mujer,69,Metropolitana,Técnica,Servicio doméstico,Ocupado,522000.0,True
Mujer,45,Antofagasta,Media,,Desocupado,,False
Hombre,67,Antofagasta,Postgrado,Educación y salud,Ocupado,1829000.0,True
Hombre,54,Metropolitana,Básica,Industria,Ocupado,1005000.0,True
Mujer,44,Metropolitana,Básica,Comercio,Ocupado,446000.0,True
Mujer,47,Valparaíso,Técnica,,Desocupado,,False
Mujer,15,Maule,Técnica,,Inactivo,,False
Mujer,46,Tarapacá,Básica,Servicio doméstico,Ocupado,391000.0,True
Hombre,17,Los Ríos,Básica,,Inactivo,,False
Hombre,15,Ñuble,Básica,Industria,Ocupado,135000.0,True
Mujer,45,Metropolitana,Básica,,Inactivo,,False
Hombre,24,Biobío,Media,Educación y salud,Ocupado,524000.0,True
Mujer,41,Metropolitana,Básica,,Inactivo,,False
Hombre,44,Metropolitana,Media,Agricultura,Ocupado,426000.0,True
Mujer,44,Metropolitana,Técnica,Industria,Ocupado,1232000.0,True
Hombre,27,O'Higgins,Técnica,Industria,Ocupado,768000.0,True
Hombre,56,Valparaíso,Universitaria,,Inactivo,,False
Mujer,40,Metropolitana,Básica,Agricultura,Ocupado,792000.0,True
Hombre,49,Coquimbo,Básica,Transporte,Ocupado,221000.0,True
Hombre,22,Metropolitana,Básica,,Desocupado,,False
Mujer,39,Metropolitana,Media,,Inactivo,,False
Mujer,59,Valparaíso,Media,,Inactivo,,False
Hombre,57,Valparaíso,Básica,Construcción,Ocupado,280000.0,True
Mujer,29,Biobío,Técnica,Servicio doméstico,Ocupado,438000.0,True
Mujer,33,Metropolitana,Universitaria,,Inactivo,,False
Mujer,26,Coquimbo,Media,Transporte,Ocupado,399000.0,True
Hombre,31,Metropolitana,Básica,Transporte,Ocupado,255000.0,True
Mujer,19,Los Ríos,Técnica,,Inactivo,,False
Mujer,39,Maule,Técnica,,Desocupado,,False
Hombre,52,Metropolitana,Básica,Transporte,Ocupado,564000.0,True
Hombre,29,Biobío,Técnica,Construcción,Ocupado,485000.0,True
Hombre,40,O'Higgins,Media,,Inactivo,,False
Mujer,38,Biobío,Técnica,,Inactivo,,False
Hombre,58,O'Higgins,Técnica,Educación y salud,Ocupado,898000.0,True
Hombre,32,Araucanía,Media,,Inactivo,,False
Mujer,32,Metropolitana,Media,,Inactivo,,False
Hombre,28,Metropolitana,Técnica,Construcción,Ocupado,306000.0,True
Mujer,23,Antofagasta,Media,Educación y salud,Ocupado,481000.0,True
Mujer,50,Coquimbo,Universitaria,,Inactivo,,False
Mujer,39,Metropolitana,Media,Servicios financieros,Ocupado,936000.0,True
Hombre,42,Los Lagos,Universitaria,Construcción,Ocupado,1146000.0,True
Mujer,62,Ñuble,Técnica,,Inactivo,,False
Mujer,63,Biobío,Técnica,,Inactivo,,False
Mujer,15,O'Higgins,Media,,Inactivo,,False
Mujer,52,Araucanía,Media,,Inactivo,,False
Mujer,45,Maule,Media,,Inactivo,,False
Hombre,34,Metropolitana,Básica,,Desocupado,,False
Mujer,47,Metropolitana,Básica,,Inactivo,,False
Mujer,15,Metropolitana,Básica,Minería,Ocupado,837000.0,True
Hombre,65,Valparaíso,Universitaria,,Inactivo,,False
Mujer,50,Valparaíso,Técnica,,Desocupado,,False
Hombre,28,Metropolitana,Universitaria,Construcción,Ocupado,1009000.0,True
Mujer,32,Valparaíso,Postgrado,Servicio doméstico,Ocupado,1066000.0,True
Mujer,15,Valparaíso,Técnica,,Inactivo,,False
Mujer,36,Los Ríos,Media,Servicio doméstico,Ocupado,285000.0,True
Mujer,34,Metropolitana,Media,,Desocupado,,False
Mujer,20,Biobío,Técnica,Servicio doméstico,Ocupado,486000.0,True
Hombre,54,Antofagasta,Universitaria,Transporte,Ocupado,542000.0,True
Mujer,62,Los Lagos,Universitaria,Educación y salud,Ocupado,223000.0,True
